# CSV: Нули ζ(s) на критической линии
# Сгенерировано: 2026-06-28 15:21:28
index,t,s_real,s_imag,zero_number
100,236.524229665816193,0.5,236.524229665816193,100
101,237.769820480925205,0.5,237.769820480925205,101
102,239.555477573327636,0.5,239.555477573327636,102
103,241.049157796216576,0.5,241.049157796216576,103
104,242.823271934222589,0.5,242.823271934222589,104
105,244.070898497078161,0.5,244.070898497078161,105
106,247.136990074897511,0.5,247.136990074897511,106
107,248.101990060148466,0.5,248.101990060148466,107
108,249.573689644707201,0.5,249.573689644707201,108
109,251.014947795016013,0.5,251.014947795016013,109
110,253.069986747999479,0.5,253.069986747999479,110
111,255.306256454914035,0.5,255.306256454914035,111
112,256.380713694434462,0.5,256.380713694434462,112
113,258.610439491531395,0.5,258.610439491531395,113
114,259.874406989677993,0.5,259.874406989677993,114
115,260.805084504596891,0.5,260.805084504596891,115
116,263.573893904870147,0.5,263.573893904870147,116
117,265.557851838876331,0.5,265.557851838876331,117
118,266.614973781501078,0.5,266.614973781501078,118
119,267.921915082824057,0.5,267.921915082824057,119
120,269.970449023997617,0.5,269.970449023997617,120
121,271.494055641644991,0.5,271.494055641644991,121
122,273.459609188403306,0.5,273.459609188403306,122
123,275.587492649343858,0.5,275.587492649343858,123
124,276.452049503132912,0.5,276.452049503132912,124
125,278.250743529841941,0.5,278.250743529841941,125
126,279.229250927745170,0.5,279.229250927745170,126
127,282.465114765052078,0.5,282.465114765052078,127
128,283.211185733233890,0.5,283.211185733233890,128
129,284.835963980904751,0.5,284.835963980904751,129
130,286.667445363002912,0.5,286.667445363002912,130
131,287.911920501422173,0.5,287.911920501422173,131
132,289.579854929218811,0.5,289.579854929218811,132
133,291.846291329067412,0.5,291.846291329067412,133
134,293.558434139356280,0.5,293.558434139356280,134
135,294.965369619265516,0.5,294.965369619265516,135
136,295.573254878958267,0.5,295.573254878958267,136
137,297.979277061943435,0.5,297.979277061943435,137
138,299.840326053721299,0.5,299.840326053721299,138
139,301.649325462194156,0.5,301.649325462194156,139
140,302.696749589606895,0.5,302.696749589606895,140
141,304.864371340857303,0.5,304.864371340857303,141
142,305.728912602036814,0.5,305.728912602036814,142
143,307.219496128170078,0.5,307.219496128170078,143
144,310.109463146701898,0.5,310.109463146701898,144
145,311.165141530355982,0.5,311.165141530355982,145
146,312.427801180600909,0.5,312.427801180600909,146
147,313.985285731158910,0.5,313.985285731158910,147
148,315.475616089475750,0.5,315.475616089475750,148
149,317.734805942370201,0.5,317.734805942370201,149
150,318.853104256316612,0.5,318.853104256316612,150
151,321.160134309113573,0.5,321.160134309113573,151
152,322.144558672482958,0.5,322.144558672482958,152
153,323.466969557512073,0.5,323.466969557512073,153
154,324.862866051739616,0.5,324.862866051739616,154
155,327.443901261905467,0.5,327.443901261905467,155
156,329.033071680480930,0.5,329.033071680480930,156
157,329.953239728233882,0.5,329.953239728233882,157
158,331.474467582663408,0.5,331.474467582663408,158
159,333.645378524869841,0.5,333.645378524869841,159
160,334.211354833244400,0.5,334.211354833244400,160
161,336.841850428390671,0.5,336.841850428390671,161
162,338.339992850806595,0.5,338.339992850806595,162
163,339.858216725363548,0.5,339.858216725363548,163
164,341.042261111046571,0.5,341.042261111046571,164
165,342.054877510363610,0.5,342.054877510363610,165
166,344.661702940252326,0.5,344.661702940252326,166
167,346.347870566009931,0.5,346.347870566009931,167
168,347.272677584420478,0.5,347.272677584420478,168
169,349.316260870696169,0.5,349.316260870696169,169
170,350.408419349192116,0.5,350.408419349192116,170
171,351.878649025359266,0.5,351.878649025359266,171
172,353.488900488718798,0.5,353.488900488718798,172
173,356.017574977264928,0.5,356.017574977264928,173
174,357.151302252039613,0.5,357.151302252039613,174
175,357.952685101632255,0.5,357.952685101632255,175
176,359.743754953114433,0.5,359.743754953114433,176
177,361.289361695804644,0.5,361.289361695804644,177
178,363.331330578973848,0.5,363.331330578973848,178
179,364.736024114088991,0.5,364.736024114088991,179
180,366.212710288331323,0.5,366.212710288331323,180
181,367.993575481740322,0.5,367.993575481740322,181
182,368.968438095734371,0.5,368.968438095734371,182
183,370.050919212106010,0.5,370.050919212106010,183
184,373.061928372112845,0.5,373.061928372112845,184
185,373.864873910908557,0.5,373.864873910908557,185
186,375.825912766739350,0.5,375.825912766739350,186
187,376.324092230668043,0.5,376.324092230668043,187
188,378.436680249965491,0.5,378.436680249965491,188
189,379.872975346532371,0.5,379.872975346532371,189
190,381.484468617186508,0.5,381.484468617186508,190
191,383.443529449536470,0.5,383.443529449536470,191
192,384.956116814863663,0.5,384.956116814863663,192
193,385.861300845974256,0.5,385.861300845974256,193
194,387.222890222388003,0.5,387.222890222388003,194
195,388.846128354232235,0.5,388.846128354232235,195
196,391.456083563638060,0.5,391.456083563638060,196
197,392.245083339519113,0.5,392.245083339519113,197
198,393.427743844434019,0.5,393.427743844434019,198
199,395.582870010993702,0.5,395.582870010993702,199
200,396.381854222592210,0.5,396.381854222592210,200
201,397.918736209614224,0.5,397.918736209614224,201
202,399.985119876194915,0.5,399.985119876194915,202
203,401.839228600533204,0.5,401.839228600533204,203
204,402.861917763886140,0.5,402.861917763886140,204
205,404.236441800208013,0.5,404.236441800208013,205
206,405.134387459909931,0.5,405.134387459909931,206
207,407.581460386896197,0.5,407.581460386896197,207
208,408.947245502351109,0.5,408.947245502351109,208
209,410.513869193366645,0.5,410.513869193366645,209
210,411.972267804278772,0.5,411.972267804278772,210
211,413.262736070185042,0.5,413.262736070185042,211
212,415.018809755155132,0.5,415.018809755155132,212
213,415.455214996294615,0.5,415.455214996294615,213
214,418.387705789534778,0.5,418.387705789534778,214
215,419.861364818152310,0.5,419.861364818152310,215
216,420.643827625041808,0.5,420.643827625041808,216
217,422.076710058826734,0.5,422.076710058826734,217
218,423.716579627481792,0.5,423.716579627481792,218
219,425.069882494461353,0.5,425.069882494461353,219
220,427.208825084074590,0.5,427.208825084074590,220
221,428.127914076616662,0.5,428.127914076616662,221
222,430.328745430938625,0.5,430.328745430938625,222
223,431.301306930703618,0.5,431.301306930703618,223
224,432.138641734588589,0.5,432.138641734588589,224
225,433.889218480927241,0.5,433.889218480927241,225
226,436.161006432646957,0.5,436.161006432646957,226
227,437.581698167668605,0.5,437.581698167668605,227
228,438.621738656272214,0.5,438.621738656272214,228
229,439.918442214370657,0.5,439.918442214370657,229
230,441.683199201189041,0.5,441.683199201189041,230
231,442.904546302609447,0.5,442.904546302609447,231
232,444.319336277559159,0.5,444.319336277559159,232
233,446.860622696429516,0.5,446.860622696429516,233
234,447.441704194493298,0.5,447.441704194493298,234
235,449.148545685023294,0.5,449.148545685023294,235
236,450.126945780313520,0.5,450.126945780313520,236
237,451.403308445388802,0.5,451.403308445388802,237
238,453.986737806677922,0.5,453.986737806677922,238
239,454.974683768616785,0.5,454.974683768616785,239
240,456.328426689246044,0.5,456.328426689246044,240
241,457.903893064102988,0.5,457.903893064102988,241
242,459.513415281106006,0.5,459.513415281106006,242
243,460.087944422175838,0.5,460.087944422175838,243
244,462.065367274882533,0.5,462.065367274882533,244
245,464.057286910548271,0.5,464.057286910548271,245
246,465.671539211371112,0.5,465.671539211371112,246
247,466.570286930826228,0.5,466.570286930826228,247
248,467.439046210261665,0.5,467.439046210261665,248
249,469.536004559112030,0.5,469.536004559112030,249
250,470.773655478101659,0.5,470.773655478101659,250
251,472.799174661908808,0.5,472.799174661908808,251
252,473.835232345139673,0.5,473.835232345139673,252
253,475.600339369375774,0.5,475.600339369375774,253
254,476.769015237484496,0.5,476.769015237484496,254
255,478.075263766670957,0.5,478.075263766670957,255
256,478.942181534634813,0.5,478.942181534634813,256
257,481.830339376286588,0.5,481.830339376286588,257
258,482.834782790982388,0.5,482.834782790982388,258
259,483.851427212482520,0.5,483.851427212482520,259
260,485.539148129356022,0.5,485.539148129356022,260
261,486.528718261651250,0.5,486.528718261651250,261
262,488.380567090017450,0.5,488.380567090017450,262
263,489.661761577956156,0.5,489.661761577956156,263
264,491.398821593663001,0.5,491.398821593663001,264
265,493.314441581785275,0.5,493.314441581785275,265
266,493.957997805369473,0.5,493.957997805369473,266
267,495.358828822131272,0.5,495.358828822131272,267
268,496.429696215759122,0.5,496.429696215759122,268
269,498.580782429686565,0.5,498.580782429686565,269
270,500.309084941690514,0.5,500.309084941690514,270
271,501.604446965145485,0.5,501.604446965145485,271
272,502.276270327118254,0.5,502.276270327118254,272
273,504.499773313427738,0.5,504.499773313427738,273
274,505.415231742244430,0.5,505.415231742244430,274
275,506.464152709523546,0.5,506.464152709523546,275
276,508.800700336467798,0.5,508.800700336467798,276
277,510.264227943672836,0.5,510.264227943672836,277
278,511.562289700374606,0.5,511.562289700374606,278
279,512.623144531407434,0.5,512.623144531407434,279
280,513.668985555473682,0.5,513.668985555473682,280
281,515.435057167299419,0.5,515.435057167299419,281
282,517.589668572467417,0.5,517.589668572467417,282
283,518.234223147550097,0.5,518.234223147550097,283
284,520.106310411723257,0.5,520.106310411723257,284
285,521.525193449492008,0.5,521.525193449492008,285
286,522.456696177730237,0.5,522.456696177730237,286
287,523.960530892015868,0.5,523.960530892015868,287
288,525.077385687279616,0.5,525.077385687279616,288
289,527.903641601272398,0.5,527.903641601272398,289
290,528.406213852292694,0.5,528.406213852292694,290
291,529.806226318706877,0.5,529.806226318706877,291
292,530.866917883961037,0.5,530.866917883961037,292
293,532.688183028293679,0.5,532.688183028293679,293
294,533.779630753768743,0.5,533.779630753768743,294
295,535.664314075873222,0.5,535.664314075873222,295
296,537.069759083122335,0.5,537.069759083122335,296
297,538.428526176247942,0.5,538.428526176247942,297
298,540.213166376228173,0.5,540.213166376228173,298
299,540.631390247295144,0.5,540.631390247295144,299
300,541.847437121201324,0.5,541.847437121201324,300
301,544.323890101005304,0.5,544.323890101005304,301
302,545.636833248934863,0.5,545.636833248934863,302
303,547.010912058122244,0.5,547.010912058122244,303
304,547.931613364489294,0.5,547.931613364489294,304
305,549.497567562661402,0.5,549.497567562661402,305
306,550.970010039483896,0.5,550.970010039483896,306
307,552.049572200564853,0.5,552.049572200564853,307
308,553.764972119158870,0.5,553.764972119158870,308
309,555.792020561682534,0.5,555.792020561682534,309
310,556.899476406855342,0.5,556.899476406855342,310
311,557.564659172058555,0.5,557.564659172058555,311
312,559.316237028682167,0.5,559.316237028682167,312
313,560.240807497295691,0.5,560.240807497295691,313
314,562.559207616045796,0.5,562.559207616045796,314
315,564.160879110786141,0.5,564.160879110786141,315
316,564.506055938149871,0.5,564.506055938149871,316
317,566.698787682807961,0.5,566.698787682807961,317
318,567.731757901176934,0.5,567.731757901176934,318
319,568.923955179629388,0.5,568.923955179629388,319
320,570.051114782463628,0.5,570.051114782463628,320
321,572.419984132452782,0.5,572.419984132452782,321
322,573.614610526758156,0.5,573.614610526758156,322
323,575.093886014494842,0.5,575.093886014494842,323
324,575.807247140928780,0.5,575.807247140928780,324
325,577.039003472098216,0.5,577.039003472098216,325
326,579.098834672036560,0.5,579.098834672036560,326
327,580.136959362384573,0.5,580.136959362384573,327
328,581.946576265901626,0.5,581.946576265901626,328
329,583.236088219167300,0.5,583.236088219167300,329
330,584.561705903465509,0.5,584.561705903465509,330
331,585.984563204988262,0.5,585.984563204988262,331
332,586.742771891250186,0.5,586.742771891250186,332
333,588.139663266247908,0.5,588.139663266247908,333
334,590.660397516765329,0.5,590.660397516765329,334
335,591.725858065048101,0.5,591.725858065048101,335
336,592.571358300225597,0.5,592.571358300225597,336
337,593.974714682231024,0.5,593.974714682231024,337
338,595.728153697388962,0.5,595.728153697388962,338
339,596.362768328393713,0.5,596.362768328393713,339
340,598.493077346164796,0.5,598.493077346164796,340
341,599.545640364364885,0.5,599.545640364364885,341
342,601.602136735932618,0.5,601.602136735932618,342
343,602.579167886387381,0.5,602.579167886387381,343
344,603.625618903579152,0.5,603.625618903579152,344
345,604.616218493753195,0.5,604.616218493753195,345
346,606.383460422109010,0.5,606.383460422109010,346
347,608.413217311187282,0.5,608.413217311187282,347
348,609.389575154720092,0.5,609.389575154720092,348
349,610.839162937739388,0.5,610.839162937739388,349
350,611.774209620887177,0.5,611.774209620887177,350
351,613.599778675637140,0.5,613.599778675637140,351
352,614.646237872232632,0.5,614.646237872232632,352
353,615.538563369407029,0.5,615.538563369407029,353
354,618.112831366442379,0.5,618.112831366442379,354
355,619.184482597953661,0.5,619.184482597953661,355
356,620.272893672227497,0.5,620.272893672227497,356
357,621.709294527948600,0.5,621.709294527948600,357
358,622.375002739779006,0.5,622.375002739779006,358
359,624.269900018177850,0.5,624.269900018177850,359
360,626.019283427654386,0.5,626.019283427654386,360
361,627.268396850783006,0.5,627.268396850783006,361
362,628.325862359460416,0.5,628.325862359460416,362
363,630.473887438292081,0.5,630.473887438292081,363
364,630.805780927197588,0.5,630.805780927197588,364
365,632.225141167115908,0.5,632.225141167115908,365
366,633.546858252251809,0.5,633.546858252251809,366
367,635.523800310605452,0.5,635.523800310605452,367
368,637.397193159837343,0.5,637.397193159837343,368
369,637.925513980822529,0.5,637.925513980822529,369
370,638.927938266856813,0.5,638.927938266856813,370
371,640.694794668825693,0.5,640.694794668825693,371
372,641.945499665705256,0.5,641.945499665705256,372
373,643.278883781397894,0.5,643.278883781397894,373
374,644.990578229748053,0.5,644.990578229748053,374
375,646.348191595501589,0.5,646.348191595501589,375
376,647.761753004288835,0.5,647.761753004288835,376
377,648.786400888782396,0.5,648.786400888782396,377
378,650.197519345256410,0.5,650.197519345256410,378
379,650.668683891395972,0.5,650.668683891395972,379
380,653.649571605394726,0.5,653.649571605394726,380
381,654.301920586319397,0.5,654.301920586319397,381
382,655.709463022355635,0.5,655.709463022355635,382
383,656.964084599460648,0.5,656.964084599460648,383
384,658.175614418605392,0.5,658.175614418605392,384
385,659.663845972964054,0.5,659.663845972964054,385
386,660.716732595279268,0.5,660.716732595279268,386
387,662.296586431100422,0.5,662.296586431100422,387
388,664.244604652272983,0.5,664.244604652272983,388
389,665.342763095599025,0.5,665.342763095599025,389
390,666.515147704172932,0.5,666.515147704172932,390
391,667.148494894555483,0.5,667.148494894555483,391
392,668.975848820235115,0.5,668.975848820235115,392
393,670.323585205862628,0.5,670.323585205862628,393
394,672.458183584169774,0.5,672.458183584169774,394
395,673.043578286147635,0.5,673.043578286147635,395
396,674.355897810123224,0.5,674.355897810123224,396
397,676.139674363626796,0.5,676.139674363626796,397
398,677.230180668763978,0.5,677.230180668763978,398
399,677.800444746221388,0.5,677.800444746221388,399
400,679.742197882528217,0.5,679.742197882528217,400
401,681.894991533151938,0.5,681.894991533151938,401
402,682.602735019750526,0.5,682.602735019750526,402
403,684.013549813869531,0.5,684.013549813869531,403
404,684.972629862098415,0.5,684.972629862098415,404
405,686.163223587727998,0.5,686.163223587727998,405
406,687.961543184703601,0.5,687.961543184703601,406
407,689.368941362272381,0.5,689.368941362272381,407
408,690.474735032350395,0.5,690.474735032350395,408
409,692.451684415520845,0.5,692.451684415520845,409
410,693.176970060601775,0.5,693.176970060601775,410
411,694.533908699873109,0.5,694.533908699873109,411
412,695.726335920926772,0.5,695.726335920926772,412
413,696.626069900345669,0.5,696.626069900345669,413
414,699.132095476013546,0.5,699.132095476013546,414
415,700.296739132143443,0.5,700.296739132143443,415
416,701.301742954646102,0.5,701.301742954646102,416
417,702.227343145760528,0.5,702.227343145760528,417
418,704.033839295525354,0.5,704.033839295525354,418
419,705.125813954619275,0.5,705.125813954619275,419
420,706.184654799517944,0.5,706.184654799517944,420
421,708.269070885109954,0.5,708.269070885109954,421
422,709.229588570284250,0.5,709.229588570284250,422
423,711.130274179685443,0.5,711.130274179685443,423
424,711.900289914375321,0.5,711.900289914375321,424
425,712.749383470101293,0.5,712.749383470101293,425
426,714.082771820669450,0.5,714.082771820669450,426
427,716.112396454052146,0.5,716.112396454052146,427
428,717.482569703100239,0.5,717.482569703100239,428
429,718.742786545485842,0.5,718.742786545485842,429
430,719.697100988365719,0.5,719.697100988365719,430
431,721.351162218536388,0.5,721.351162218536388,431
432,722.277504975674219,0.5,722.277504975674219,432
433,723.845821045128446,0.5,723.845821045128446,433
434,724.562613890379112,0.5,724.562613890379112,434
435,727.056403230049341,0.5,727.056403230049341,435
436,728.405481588934094,0.5,728.405481588934094,436
437,728.758749795614222,0.5,728.758749795614222,437
438,730.416482122756406,0.5,730.416482122756406,438
439,731.417354918598562,0.5,731.417354918598562,439
440,732.818052714499800,0.5,732.818052714499800,440
441,734.789643252378028,0.5,734.789643252378028,441
442,735.765459208578363,0.5,735.765459208578363,442
443,737.052928912265315,0.5,737.052928912265315,443
444,738.580421171373814,0.5,738.580421171373814,444
445,739.909523674041907,0.5,739.909523674041907,445
446,740.573807447295053,0.5,740.573807447295053,446
447,741.757335572941656,0.5,741.757335572941656,447
448,743.895013142473658,0.5,743.895013142473658,448
449,745.344989550611899,0.5,745.344989550611899,449
450,746.499305899432329,0.5,746.499305899432329,450
451,747.674563624269581,0.5,747.674563624269581,451
452,748.242754465084545,0.5,748.242754465084545,452
453,750.655950362124258,0.5,750.655950362124258,453
454,750.966381066650797,0.5,750.966381066650797,454
455,752.887621567202359,0.5,752.887621567202359,455
456,754.322370471712702,0.5,754.322370471712702,456
457,755.839308976037842,0.5,755.839308976037842,457
458,756.768248439950980,0.5,756.768248439950980,458
459,758.101729246412560,0.5,758.101729246412560,459
460,758.900238224892405,0.5,758.900238224892405,460
461,760.282366983512020,0.5,760.282366983512020,461
462,762.700033249691046,0.5,762.700033249691046,462
463,763.593066172837212,0.5,763.593066172837212,463
464,764.307522724180217,0.5,764.307522724180217,464
465,766.087540099836247,0.5,766.087540099836247,465
466,767.218472155539530,0.5,767.218472155539530,466
467,768.281461806509242,0.5,768.281461806509242,467
468,769.693407252624411,0.5,769.693407252624411,468
469,771.070839313678334,0.5,771.070839313678334,469
470,772.961617565757024,0.5,772.961617565757024,470
471,774.117744627940510,0.5,774.117744627940510,471
472,775.047847096580540,0.5,775.047847096580540,472
473,775.999711963171421,0.5,775.999711963171421,473
474,777.299748529592534,0.5,777.299748529592534,474
475,779.157076949188991,0.5,779.157076949188991,475
476,780.348925004181638,0.5,780.348925004181638,476
477,782.137664390812120,0.5,782.137664390812120,477
478,782.597943946073542,0.5,782.597943946073542,478
479,784.288822612465538,0.5,784.288822612465538,479
480,785.739089700714999,0.5,785.739089700714999,480
481,786.461147450506246,0.5,786.461147450506246,481
482,787.468463815910013,0.5,787.468463815910013,482
483,790.059092364119579,0.5,790.059092364119579,483
484,790.831620467921084,0.5,790.831620467921084,484
485,792.427707608604578,0.5,792.427707608604578,485
486,792.888652562622610,0.5,792.888652562622610,486
487,794.483791869893139,0.5,794.483791869893139,487
488,795.606596156162368,0.5,795.606596156162368,488
489,797.263470038035621,0.5,797.263470038035621,489
490,798.707570166296250,0.5,798.707570166296250,490
491,799.654336210897668,0.5,799.654336210897668,491
492,801.604246462982019,0.5,801.604246462982019,492
493,802.541984878418134,0.5,802.541984878418134,493
494,803.243096204270159,0.5,803.243096204270159,494
495,804.762239112661746,0.5,804.762239112661746,495
496,805.861635667094788,0.5,805.861635667094788,496
497,808.151814935993798,0.5,808.151814935993798,497
498,809.197783363300687,0.5,809.197783363300687,498
499,810.081804886407099,0.5,810.081804886407099,499
500,811.184358846506257,0.5,811.184358846506257,500
501,812.771108389109372,0.5,812.771108389109372,501
502,814.045913607511011,0.5,814.045913607511011,502
503,814.870539625872539,0.5,814.870539625872539,503
504,816.727737714394721,0.5,816.727737714394721,504
505,818.380668866361702,0.5,818.380668866361702,505
506,819.204642170823831,0.5,819.204642170823831,506
507,820.721898443869236,0.5,820.721898443869236,507
508,821.713454133379400,0.5,821.713454133379400,508
509,822.197757493404310,0.5,822.197757493404310,509
510,824.526293871629719,0.5,824.526293871629719,510
511,826.039287376574407,0.5,826.039287376574407,511
512,826.905810954080721,0.5,826.905810954080721,512
513,828.340174300489934,0.5,828.340174300489934,513
514,829.437010968309323,0.5,829.437010968309323,514
515,830.895884053317445,0.5,830.895884053317445,515
516,831.799777659070628,0.5,831.799777659070628,516
517,833.003640909154228,0.5,833.003640909154228,517
518,834.651915147825548,0.5,834.651915147825548,518
519,836.693576187591816,0.5,836.693576187591816,519
520,837.347335059531474,0.5,837.347335059531474,520
521,838.249021992732196,0.5,838.249021992732196,521
522,839.465394810282419,0.5,839.465394810282419,522
523,841.036389829013387,0.5,841.036389829013387,523
524,842.041354206526421,0.5,842.041354206526421,524
525,844.166196607350798,0.5,844.166196607350798,525
526,844.805993975763727,0.5,844.805993975763727,526
527,846.194769927693983,0.5,846.194769927693983,527
528,847.971717639512008,0.5,847.971717639512008,528
529,848.489281180943522,0.5,848.489281180943522,529
530,849.862274348697838,0.5,849.862274348697838,530
531,850.645448466004041,0.5,850.645448466004041,531
532,853.163112583389193,0.5,853.163112583389193,532
533,854.095511719869023,0.5,854.095511719869023,533
534,855.286710244404958,0.5,855.286710244404958,534
535,856.484117490791618,0.5,856.484117490791618,535
536,857.310740602603801,0.5,857.310740602603801,536
537,858.904026466475671,0.5,858.904026466475671,537
538,860.410670896014722,0.5,860.410670896014722,538
539,861.171098212715378,0.5,861.171098212715378,539
540,863.189719771908926,0.5,863.189719771908926,540
541,864.340823930069519,0.5,864.340823930069519,541
542,865.594664326515954,0.5,865.594664326515954,542
543,866.423739904042691,0.5,866.423739904042691,543
544,867.693122611785043,0.5,867.693122611785043,544
545,868.670494229131577,0.5,868.670494229131577,545
546,870.846902325754058,0.5,870.846902325754058,546
547,872.188750821613212,0.5,872.188750821613212,547
548,873.098978971282008,0.5,873.098978971282008,548
549,873.908389235337495,0.5,873.908389235337495,549
550,875.985285108780317,0.5,875.985285108780317,550
551,876.600825833027443,0.5,876.600825833027443,551
552,877.654698341033509,0.5,877.654698341033509,552
553,879.380951969790999,0.5,879.380951969790999,553
554,880.834648847939434,0.5,880.834648847939434,554
555,882.386696627196443,0.5,882.386696627196443,555
556,883.430331838701591,0.5,883.430331838701591,556
557,884.198743114594777,0.5,884.198743114594777,557
558,885.272304479617105,0.5,885.272304479617105,558
559,886.852801962916260,0.5,886.852801962916260,559
560,888.475566673817184,0.5,888.475566673817184,560
561,889.735294294090750,0.5,889.735294294090750,561
562,890.813132112528024,0.5,890.813132112528024,562
563,892.386433260155854,0.5,892.386433260155854,563
564,893.119117567294211,0.5,893.119117567294211,564
565,894.886292320868733,0.5,894.886292320868733,565
566,895.397919674782997,0.5,895.397919674782997,566
567,896.632251556202732,0.5,896.632251556202732,567
568,899.221522668383386,0.5,899.221522668383386,568
569,899.858884607937512,0.5,899.858884607937512,569
570,900.849739860521368,0.5,900.849739860521368,570
571,902.243207586752305,0.5,902.243207586752305,571
572,903.099674442630430,0.5,903.099674442630430,572
573,904.702902722281351,0.5,904.702902722281351,573
574,905.829940758222165,0.5,905.829940758222165,574
575,907.656729468967569,0.5,907.656729468967569,575
576,908.333543645060900,0.5,908.333543645060900,576
577,910.186334057179806,0.5,910.186334057179806,577
578,911.234951485955548,0.5,911.234951485955548,578
